"name","function_id","function_name","number","percent"
"gdata",162,"storage.mode<-",5,0.0192241147295167
"gdata",316,"assignNativeRoutines",1,0.00384482294590334
"gdata",354,"assignWrapped",14,0.0538275212426468
"gdata",100,"base::sprintf",21,0.0807412818639702
"ggplot2",312,"<anonymous>",14928,8.32362206919624
"ggplot2",595,"<anonymous>",70,0.0390309180629513
"ggplot2",143,"base::eval",1603,0.893808023641585
"ggplot2",286,"base::eval.parent",9,0.00501826089380802
"ggplot2",148,"eval",1603,0.893808023641585
"ggplot2",583,"plyr::revalue",73,0.0407036716942206
"ggplot2",551,"base::force",15,0.00836376815634671
"ggplot2",66,"forceAndCall",18,0.010036521787616
"ggplot2",289,"<-",119,0.0663525607070172
"ggplot2",435,"@<-",15,0.00836376815634671
"ggplot2",530,"[<-",16,0.00892135270010315
"ggplot2",191,"attr<-",56,0.031224734450361
"ggplot2",111,"attributes<-",793,0.442164543198863
"ggplot2",692,"base::$<-.data.frame",1,0.000557584543756447
"ggplot2",467,"base::body<-",4,0.00223033817502579
"ggplot2",315,"base::parent.env<-",1,0.000557584543756447
"ggplot2",457,"body<-",5,0.00278792271878224
"ggplot2",458,"body<-",1,0.000557584543756447
"ggplot2",104,"class<-",1068,0.595500292731885
"ggplot2",64,"dim<-",18,0.010036521787616
"ggplot2",65,"dimnames<-",18,0.010036521787616
"ggplot2",355,"environment<-",3,0.00167275363126934
"ggplot2",161,"levels<-",24,0.0133820290501547
"ggplot2",472,"methods::packageSlot<-",1,0.000557584543756447
"ggplot2",77,"names<-",940,0.52412947113106
"ggplot2",315,"parent.env<-",240,0.133820290501547
"ggplot2",316,"parent.env<-",241,0.134377875045304
"ggplot2",162,"storage.mode<-",22,0.0122668599626418
"ggplot2",433,"assign",32,0.0178427054002063
"ggplot2",344,"assignNativeRoutines",5,0.00278792271878224
"ggplot2",329,"assignWrapped",123,0.068582898882043
"ggplot2",432,"base::assign",32,0.0178427054002063
"ggplot2",483,"methods::.assignOverBinding",1,0.000557584543756447
"ggplot2",100,"base::sprintf",65,0.0362429953441691
"gridExtra",311,"<anonymous>",24886,0.872869255156947
"gridExtra",670,"<anonymous>",24,0.000841793061310244
"gridExtra",815,"<anonymous>",12,0.000420896530655122
"gridExtra",955,"<anonymous>",12,0.000420896530655122
"gridExtra",1022,"<anonymous>",12,0.000420896530655122
"gridExtra",1054,"<anonymous>",12,0.000420896530655122
